score_a,score_b,calibrated_diff,abs_diff
-2.46875,-4.4375,1.96875,1.96875
4.3125,3.609375,0.703125,0.703125
2.46875,-0.58984375,3.05859375,3.05859375
2.578125,-0.828125,3.40625,3.40625
-0.81640625,4.15625,-4.97265625,4.97265625
-0.7734375,-1.1953125,0.421875,0.421875
-4.78125,-0.79296875,-3.98828125,3.98828125
-4.1875,-4.78125,0.59375,0.59375
2.390625,3.421875,-1.03125,1.03125
2.421875,1.296875,1.125,1.125
-2.671875,0.66796875,-3.33984375,3.33984375
-3.96875,-3.46875,-0.5,0.5
0.50390625,-4.46875,4.97265625,4.97265625
-6.5,-5.125,-1.375,1.375
-0.71484375,3.5625,-4.27734375,4.27734375
-0.57421875,-2.0,1.42578125,1.42578125
5.65625,-4.15625,9.8125,9.8125
1.8515625,2.453125,-0.6015625,0.6015625
-2.328125,-1.7734375,-0.5546875,0.5546875
-1.0625,-0.6328125,-0.4296875,0.4296875
1.9609375,6.34375,-4.3828125,4.3828125
3.53125,3.734375,-0.203125,0.203125
1.3203125,-0.93359375,2.25390625,2.25390625
-3.59375,-4.0,0.40625,0.40625
5.71875,3.890625,1.828125,1.828125
-3.265625,-1.109375,-2.15625,2.15625
-1.125,2.8125,-3.9375,3.9375
3.3125,6.625,-3.3125,3.3125
2.078125,3.109375,-1.03125,1.03125
-2.59375,-3.421875,0.828125,0.828125
0.85546875,0.5390625,0.31640625,0.31640625
1.6171875,3.3125,-1.6953125,1.6953125
-0.98046875,2.15625,-3.13671875,3.13671875
-7.8125,-5.5,-2.3125,2.3125
-2.109375,-3.5625,1.453125,1.453125
1.2578125,0.8984375,0.359375,0.359375
-3.140625,-2.703125,-0.4375,0.4375
-2.046875,-5.71875,3.671875,3.671875
0.42578125,-2.578125,3.00390625,3.00390625
6.40625,4.90625,1.5,1.5
6.125,-1.4296875,7.5546875,7.5546875
0.453125,-3.859375,4.3125,4.3125
0.19921875,1.203125,-1.00390625,1.00390625
-1.2578125,0.7421875,-2.0,2.0
0.53515625,0.435546875,0.099609375,0.099609375
7.21875,7.21875,0.0,0.0
4.59375,3.609375,0.984375,0.984375
-0.66015625,-0.1572265625,-0.5029296875,0.5029296875
1.8203125,-1.2265625,3.046875,3.046875
-5.9375,-2.296875,-3.640625,3.640625
-1.3671875,-3.78125,2.4140625,2.4140625
0.0625,-2.21875,2.28125,2.28125
-0.384765625,0.77734375,-1.162109375,1.162109375
-0.2451171875,-0.859375,0.6142578125,0.6142578125
1.3828125,0.255859375,1.126953125,1.126953125
3.734375,2.84375,0.890625,0.890625
4.0625,-1.2421875,5.3046875,5.3046875
-7.65625,-4.15625,-3.5,3.5
-1.9453125,3.53125,-5.4765625,5.4765625
-5.5625,-4.625,-0.9375,0.9375
-6.65625,-6.5,-0.15625,0.15625
-7.25,-4.3125,-2.9375,2.9375
4.90625,3.671875,1.234375,1.234375
4.03125,2.109375,1.921875,1.921875
-1.8828125,-2.421875,0.5390625,0.5390625
3.359375,1.8515625,1.5078125,1.5078125
-5.6875,-5.1875,-0.5,0.5
2.265625,2.125,0.140625,0.140625
-3.40625,-6.21875,2.8125,2.8125
3.328125,-1.1796875,4.5078125,4.5078125
2.640625,1.5546875,1.0859375,1.0859375
-1.2890625,-3.125,1.8359375,1.8359375
-3.671875,-4.25,0.578125,0.578125
-1.5390625,-0.12109375,-1.41796875,1.41796875
-0.1103515625,2.21875,-2.3291015625,2.3291015625
2.25,0.65234375,1.59765625,1.59765625
-0.43359375,-1.2109375,0.77734375,0.77734375
1.03125,-0.21875,1.25,1.25
-3.1875,-2.328125,-0.859375,0.859375
1.5546875,2.1875,-0.6328125,0.6328125
1.7734375,2.5,-0.7265625,0.7265625
0.10107421875,-0.62109375,0.72216796875,0.72216796875
-2.953125,-2.53125,-0.421875,0.421875
-5.5,-5.375,-0.125,0.125
-5.4375,-4.0,-1.4375,1.4375
-3.90625,-3.21875,-0.6875,0.6875
-7.65625,-7.6875,0.03125,0.03125
-1.3828125,0.484375,-1.8671875,1.8671875
0.41796875,-5.5625,5.98046875,5.98046875
-4.84375,-5.75,0.90625,0.90625
4.9375,5.875,-0.9375,0.9375
3.390625,4.4375,-1.046875,1.046875
-5.4375,-5.875,0.4375,0.4375
-0.67578125,2.296875,-2.97265625,2.97265625
-7.40625,-7.84375,0.4375,0.4375
-1.28125,-0.79296875,-0.48828125,0.48828125
-1.328125,4.1875,-5.515625,5.515625
-0.71484375,-1.703125,0.98828125,0.98828125
0.6796875,0.15625,0.5234375,0.5234375
-1.703125,-0.2412109375,-1.4619140625,1.4619140625
1.8359375,3.8125,-1.9765625,1.9765625
-1.703125,-3.484375,1.78125,1.78125
1.96875,4.09375,-2.125,2.125
0.58203125,-2.8125,3.39453125,3.39453125
-0.05029296875,0.76953125,-0.81982421875,0.81982421875
-0.05126953125,-6.4375,6.38623046875,6.38623046875
4.9375,1.75,3.1875,3.1875
0.57421875,1.28125,-0.70703125,0.70703125
-5.96875,0.09326171875,-6.06201171875,6.06201171875
-3.828125,-1.7734375,-2.0546875,2.0546875
2.921875,1.9921875,0.9296875,0.9296875
2.875,1.546875,1.328125,1.328125
2.859375,5.375,-2.515625,2.515625
-3.3125,-2.578125,-0.734375,0.734375
0.80078125,3.484375,-2.68359375,2.68359375
-2.40625,-1.0546875,-1.3515625,1.3515625
-0.37109375,-3.84375,3.47265625,3.47265625
0.4921875,0.0751953125,0.4169921875,0.4169921875
0.35546875,-2.96875,3.32421875,3.32421875
2.484375,-1.671875,4.15625,4.15625
-4.71875,-4.65625,-0.0625,0.0625
-2.71875,-1.1875,-1.53125,1.53125
1.109375,-0.59375,1.703125,1.703125
3.21875,3.296875,-0.078125,0.078125
3.671875,3.671875,0.0,0.0
-0.578125,-2.421875,1.84375,1.84375
-2.328125,-2.265625,-0.0625,0.0625
-2.984375,2.15625,-5.140625,5.140625
-5.1875,-7.84375,2.65625,2.65625
-3.515625,-6.15625,2.640625,2.640625
3.078125,-0.21484375,3.29296875,3.29296875
-4.21875,0.06787109375,-4.28662109375,4.28662109375
4.4375,-0.189453125,4.626953125,4.626953125
0.44140625,-1.1328125,1.57421875,1.57421875
-2.34375,-2.015625,-0.328125,0.328125
2.0,2.0,0.0,0.0
1.765625,2.921875,-1.15625,1.15625
3.984375,4.78125,-0.796875,0.796875
0.111328125,0.53515625,-0.423828125,0.423828125
-2.09375,-1.2265625,-0.8671875,0.8671875
0.48828125,0.1787109375,0.3095703125,0.3095703125
-5.90625,-2.453125,-3.453125,3.453125
-0.859375,-0.14453125,-0.71484375,0.71484375
1.25,2.6875,-1.4375,1.4375
1.34375,-0.10107421875,1.44482421875,1.44482421875
-1.2734375,-0.0888671875,-1.1845703125,1.1845703125
-1.234375,-3.265625,2.03125,2.03125
1.4453125,0.6640625,0.78125,0.78125
3.765625,3.03125,0.734375,0.734375
1.2265625,-0.86328125,2.08984375,2.08984375
-1.046875,2.9375,-3.984375,3.984375
2.484375,2.484375,0.0,0.0
-7.5,-7.34375,-0.15625,0.15625
-1.484375,-1.1015625,-0.3828125,0.3828125
1.0234375,-1.984375,3.0078125,3.0078125
2.15625,-2.28125,4.4375,4.4375
4.46875,-0.6484375,5.1171875,5.1171875
0.7109375,1.0078125,-0.296875,0.296875
-4.5,-3.0625,-1.4375,1.4375
1.71875,-4.5625,6.28125,6.28125
0.07177734375,2.421875,-2.35009765625,2.35009765625
7.40625,8.5,-1.09375,1.09375
-0.162109375,-0.70703125,0.544921875,0.544921875
-5.125,-6.28125,1.15625,1.15625
2.515625,-2.1875,4.703125,4.703125
4.0,-1.5625,5.5625,5.5625
-1.734375,-2.640625,0.90625,0.90625
-0.248046875,-3.03125,2.783203125,2.783203125
-2.515625,-4.71875,2.203125,2.203125
3.859375,3.84375,0.015625,0.015625
-2.75,0.6328125,-3.3828125,3.3828125
3.34375,-2.765625,6.109375,6.109375
-4.46875,1.25,-5.71875,5.71875
0.142578125,2.140625,-1.998046875,1.998046875
-2.21875,-3.265625,1.046875,1.046875
-0.5625,-1.484375,0.921875,0.921875
-4.25,-3.40625,-0.84375,0.84375
-2.734375,-6.25,3.515625,3.515625
1.4765625,3.859375,-2.3828125,2.3828125
-0.051025390625,1.03125,-1.082275390625,1.082275390625
-5.5625,-0.451171875,-5.111328125,5.111328125
5.71875,5.71875,0.0,0.0
2.3125,-4.34375,6.65625,6.65625
-4.0,-2.71875,-1.28125,1.28125
1.1875,4.3125,-3.125,3.125
-0.31640625,-0.091796875,-0.224609375,0.224609375
4.59375,0.43359375,4.16015625,4.16015625
2.421875,0.98828125,1.43359375,1.43359375
-0.1943359375,1.078125,-1.2724609375,1.2724609375
4.59375,-2.171875,6.765625,6.765625
-4.125,-4.625,0.5,0.5
6.0625,6.21875,-0.15625,0.15625
-7.25,-3.890625,-3.359375,3.359375
-2.625,-6.65625,4.03125,4.03125
0.26953125,2.703125,-2.43359375,2.43359375
-5.28125,4.15625,-9.4375,9.4375
1.421875,2.609375,-1.1875,1.1875
-4.875,-3.5625,-1.3125,1.3125
-4.375,-0.1298828125,-4.2451171875,4.2451171875
1.6328125,-6.8125,8.4453125,8.4453125
0.04150390625,-0.50390625,0.54541015625,0.54541015625
6.78125,5.3125,1.46875,1.46875
-2.859375,-2.109375,-0.75,0.75
3.578125,-2.609375,6.1875,6.1875
-2.390625,-2.703125,0.3125,0.3125
-3.34375,-4.09375,0.75,0.75
-0.01019287109375,0.640625,-0.65081787109375,0.65081787109375
0.86328125,-3.40625,4.26953125,4.26953125
3.828125,4.1875,-0.359375,0.359375
1.078125,1.328125,-0.25,0.25
-2.609375,-4.09375,1.484375,1.484375
-3.5,-4.40625,0.90625,0.90625
2.21875,4.59375,-2.375,2.375
-0.421875,-1.046875,0.625,0.625
3.328125,-1.6015625,4.9296875,4.9296875
-1.1875,0.66015625,-1.84765625,1.84765625
1.7421875,-0.1611328125,1.9033203125,1.9033203125
2.015625,-0.419921875,2.435546875,2.435546875
3.515625,2.75,0.765625,0.765625
-3.90625,-4.40625,0.5,0.5
-3.890625,-0.349609375,-3.541015625,3.541015625
-1.0703125,-1.0546875,-0.015625,0.015625
-0.5859375,-0.5859375,0.0,0.0
-1.1484375,-0.7734375,-0.375,0.375
-2.8125,-3.34375,0.53125,0.53125
0.79296875,4.375,-3.58203125,3.58203125
-0.9140625,-0.5625,-0.3515625,0.3515625
0.423828125,-1.4609375,1.884765625,1.884765625
2.40625,2.1875,0.21875,0.21875
-2.953125,2.4375,-5.390625,5.390625
-2.296875,-1.2734375,-1.0234375,1.0234375
-6.9375,-6.71875,-0.21875,0.21875
0.6796875,3.203125,-2.5234375,2.5234375
0.71484375,0.73828125,-0.0234375,0.0234375
-3.984375,-5.34375,1.359375,1.359375
1.0390625,2.3125,-1.2734375,1.2734375
4.84375,5.8125,-0.96875,0.96875
-5.59375,-8.5,2.90625,2.90625
3.046875,0.68359375,2.36328125,2.36328125
-0.8515625,2.25,-3.1015625,3.1015625
0.2265625,-0.578125,0.8046875,0.8046875
7.4375,3.90625,3.53125,3.53125
-1.7109375,2.0625,-3.7734375,3.7734375
3.4375,1.6015625,1.8359375,1.8359375
-4.9375,3.4375,-8.375,8.375
-1.640625,-1.4921875,-0.1484375,0.1484375
-1.859375,-1.828125,-0.03125,0.03125
-5.875,-1.8828125,-3.9921875,3.9921875
-1.6953125,0.146484375,-1.841796875,1.841796875
-4.0625,-0.9375,-3.125,3.125
-8.4375,-9.25,0.8125,0.8125
1.59375,0.400390625,1.193359375,1.193359375
-1.6640625,2.953125,-4.6171875,4.6171875
-3.015625,-3.390625,0.375,0.375
-4.34375,-4.34375,0.0,0.0
-5.09375,-5.0625,-0.03125,0.03125
-0.2060546875,-0.2060546875,0.0,0.0
-4.9375,4.09375,-9.03125,9.03125
2.96875,-1.265625,4.234375,4.234375
5.90625,5.46875,0.4375,0.4375
-1.3046875,-2.5,1.1953125,1.1953125
6.53125,1.0625,5.46875,5.46875
1.4921875,-0.59765625,2.08984375,2.08984375
3.765625,3.3125,0.453125,0.453125
-4.46875,-2.203125,-2.265625,2.265625
1.96875,2.546875,-0.578125,0.578125
3.5,5.4375,-1.9375,1.9375
0.86328125,0.000217437744140625,0.8630638122558594,0.8630638122558594
3.8125,3.59375,0.21875,0.21875
-1.3046875,0.95703125,-2.26171875,2.26171875
-2.703125,-1.8125,-0.890625,0.890625
1.9921875,-0.220703125,2.212890625,2.212890625
-4.1875,2.3125,-6.5,6.5
-1.7578125,-0.263671875,-1.494140625,1.494140625
8.0625,5.78125,2.28125,2.28125
0.92578125,0.78515625,0.140625,0.140625
2.109375,0.1171875,1.9921875,1.9921875
-3.015625,-5.03125,2.015625,2.015625
4.21875,5.90625,-1.6875,1.6875
1.46875,-7.25,8.71875,8.71875
0.86328125,-1.0,1.86328125,1.86328125
0.06884765625,0.77734375,-0.70849609375,0.70849609375
-3.71875,4.09375,-7.8125,7.8125
-6.4375,-4.6875,-1.75,1.75
2.984375,3.640625,-0.65625,0.65625
1.609375,2.546875,-0.9375,0.9375
6.59375,5.59375,1.0,1.0
-1.375,-4.75,3.375,3.375
1.40625,3.5625,-2.15625,2.15625
-5.15625,-6.65625,1.5,1.5
1.0,-2.25,3.25,3.25
-0.15625,-3.703125,3.546875,3.546875
-7.625,0.73046875,-8.35546875,8.35546875
0.19921875,-0.87109375,1.0703125,1.0703125
-5.4375,-7.1875,1.75,1.75
2.9375,0.061279296875,2.876220703125,2.876220703125
-2.125,-3.953125,1.828125,1.828125
-4.84375,-4.4375,-0.40625,0.40625
0.92578125,-2.4375,3.36328125,3.36328125
0.353515625,3.203125,-2.849609375,2.849609375
5.78125,4.75,1.03125,1.03125
2.0,5.71875,-3.71875,3.71875
-1.65625,0.03125,-1.6875,1.6875
-0.98046875,0.8828125,-1.86328125,1.86328125
1.2578125,2.265625,-1.0078125,1.0078125
4.21875,-0.40625,4.625,4.625
4.34375,3.265625,1.078125,1.078125
5.875,5.71875,0.15625,0.15625
-1.9453125,0.5546875,-2.5,2.5
-4.53125,0.201171875,-4.732421875,4.732421875
0.30078125,-1.6875,1.98828125,1.98828125
-0.09228515625,0.83984375,-0.93212890625,0.93212890625
-5.21875,-1.296875,-3.921875,3.921875
-2.5,3.125,-5.625,5.625
-2.03125,1.8671875,-3.8984375,3.8984375
4.46875,5.3125,-0.84375,0.84375
-0.84765625,-0.359375,-0.48828125,0.48828125
1.78125,-4.34375,6.125,6.125
-3.40625,-4.59375,1.1875,1.1875
2.734375,-2.328125,5.0625,5.0625
4.09375,4.21875,-0.125,0.125
-3.203125,-2.6875,-0.515625,0.515625
-1.4765625,2.25,-3.7265625,3.7265625
2.03125,3.984375,-1.953125,1.953125
0.53125,0.53125,0.0,0.0
-1.109375,-1.875,0.765625,0.765625
-1.140625,-1.4609375,0.3203125,0.3203125
-5.6875,-6.25,0.5625,0.5625
-1.640625,-3.046875,1.40625,1.40625
9.5,6.0625,3.4375,3.4375
-2.1875,-2.546875,0.359375,0.359375
2.234375,1.625,0.609375,0.609375
-4.84375,-3.5625,-1.28125,1.28125
-2.015625,-4.0625,2.046875,2.046875
-2.328125,-5.5625,3.234375,3.234375
-1.4765625,2.796875,-4.2734375,4.2734375
0.78515625,3.3125,-2.52734375,2.52734375
-3.375,0.478515625,-3.853515625,3.853515625
-2.734375,0.28125,-3.015625,3.015625
1.40625,-4.4375,5.84375,5.84375
7.75,-1.421875,9.171875,9.171875
-1.8359375,1.625,-3.4609375,3.4609375
1.4453125,2.578125,-1.1328125,1.1328125
1.1640625,2.171875,-1.0078125,1.0078125
-1.5625,2.28125,-3.84375,3.84375
2.0625,2.9375,-0.875,0.875
-3.265625,-6.5,3.234375,3.234375
0.4375,4.65625,-4.21875,4.21875
-1.1796875,-4.3125,3.1328125,3.1328125
-4.1875,-6.40625,2.21875,2.21875
-5.0,-3.828125,-1.171875,1.171875
-2.15625,-3.625,1.46875,1.46875
2.96875,0.6953125,2.2734375,2.2734375
1.421875,-0.921875,2.34375,2.34375
-3.015625,-2.453125,-0.5625,0.5625
-1.046875,-1.765625,0.71875,0.71875
-3.078125,3.5625,-6.640625,6.640625
-0.345703125,-2.578125,2.232421875,2.232421875
-1.515625,1.2265625,-2.7421875,2.7421875
-1.3984375,-1.7890625,0.390625,0.390625
-1.625,-3.71875,2.09375,2.09375
-2.65625,-4.84375,2.1875,2.1875
-4.9375,-2.15625,-2.78125,2.78125
0.126953125,-7.09375,7.220703125,7.220703125
3.484375,1.265625,2.21875,2.21875
2.65625,0.8203125,1.8359375,1.8359375
1.09375,0.97265625,0.12109375,0.12109375
6.65625,7.40625,-0.75,0.75
2.703125,3.546875,-0.84375,0.84375
-4.5,-3.453125,-1.046875,1.046875
-1.390625,-4.28125,2.890625,2.890625
-2.109375,-4.78125,2.671875,2.671875
0.154296875,-4.34375,4.498046875,4.498046875
7.53125,2.15625,5.375,5.375
-1.5625,-3.53125,1.96875,1.96875
2.84375,5.96875,-3.125,3.125
0.33984375,0.7578125,-0.41796875,0.41796875
0.70703125,2.6875,-1.98046875,1.98046875
3.265625,2.34375,0.921875,0.921875
-5.8125,-4.65625,-1.15625,1.15625
-4.375,-2.265625,-2.109375,2.109375
-4.09375,-3.734375,-0.359375,0.359375
4.84375,5.46875,-0.625,0.625
-2.03125,0.83203125,-2.86328125,2.86328125
-3.734375,-4.53125,0.796875,0.796875
-8.1875,-7.53125,-0.65625,0.65625
3.46875,-0.09814453125,3.56689453125,3.56689453125
2.890625,3.609375,-0.71875,0.71875
6.3125,8.4375,-2.125,2.125
4.34375,2.265625,2.078125,2.078125
2.484375,6.3125,-3.828125,3.828125
4.8125,3.734375,1.078125,1.078125
5.9375,-1.6875,7.625,7.625
3.171875,1.3125,1.859375,1.859375
-3.921875,-3.515625,-0.40625,0.40625
-3.96875,-3.46875,-0.5,0.5
-5.25,-5.46875,0.21875,0.21875
-3.5625,-0.1650390625,-3.3974609375,3.3974609375
-0.2080078125,-3.265625,3.0576171875,3.0576171875
3.609375,-1.8515625,5.4609375,5.4609375
-0.609375,1.0859375,-1.6953125,1.6953125
-0.146484375,-1.21875,1.072265625,1.072265625
-7.59375,-3.859375,-3.734375,3.734375
3.765625,3.703125,0.0625,0.0625
0.005096435546875,-4.875,4.880096435546875,4.880096435546875
2.671875,0.65625,2.015625,2.015625
1.265625,-0.76953125,2.03515625,2.03515625
0.91796875,1.015625,-0.09765625,0.09765625
3.296875,-1.6015625,4.8984375,4.8984375
1.796875,4.6875,-2.890625,2.890625
0.17578125,0.83984375,-0.6640625,0.6640625
-8.3125,-9.875,1.5625,1.5625
-7.25,-6.6875,-0.5625,0.5625
7.03125,5.8125,1.21875,1.21875
-1.1171875,-2.625,1.5078125,1.5078125
-4.46875,-3.21875,-1.25,1.25
2.53125,-5.375,7.90625,7.90625
1.125,2.515625,-1.390625,1.390625
-2.84375,-3.234375,0.390625,0.390625
3.671875,2.671875,1.0,1.0
-6.46875,-2.96875,-3.5,3.5
0.298828125,-5.5,5.798828125,5.798828125
0.2197265625,-1.7890625,2.0087890625,2.0087890625
1.4296875,0.275390625,1.154296875,1.154296875
-0.55078125,-1.8671875,1.31640625,1.31640625
-4.0625,-2.640625,-1.421875,1.421875
-4.21875,-3.375,-0.84375,0.84375
0.5390625,-5.0,5.5390625,5.5390625
7.125,0.625,6.5,6.5
-0.94921875,-0.97265625,0.0234375,0.0234375
2.984375,6.34375,-3.359375,3.359375
2.734375,4.65625,-1.921875,1.921875
-4.5,-0.6484375,-3.8515625,3.8515625
-7.6875,-2.921875,-4.765625,4.765625
-5.3125,-3.65625,-1.65625,1.65625
-0.3984375,2.734375,-3.1328125,3.1328125
0.490234375,-1.9921875,2.482421875,2.482421875
3.9375,2.03125,1.90625,1.90625
-6.5,-2.28125,-4.21875,4.21875
1.390625,1.0078125,0.3828125,0.3828125
-2.875,-3.875,1.0,1.0
-6.25,-0.1298828125,-6.1201171875,6.1201171875
-3.375,0.57421875,-3.94921875,3.94921875
3.734375,1.5234375,2.2109375,2.2109375
1.6875,-2.640625,4.328125,4.328125
-0.478515625,-0.478515625,0.0,0.0
-3.328125,3.09375,-6.421875,6.421875
3.703125,-0.2451171875,3.9482421875,3.9482421875
8.5625,-6.09375,14.65625,14.65625
5.25,-5.0,10.25,10.25
-1.2109375,3.296875,-4.5078125,4.5078125
0.984375,0.640625,0.34375,0.34375
-1.8828125,-3.546875,1.6640625,1.6640625
0.5546875,0.326171875,0.228515625,0.228515625
1.1640625,-1.140625,2.3046875,2.3046875
3.09375,4.75,-1.65625,1.65625
-5.65625,-2.765625,-2.890625,2.890625
3.65625,5.375,-1.71875,1.71875
2.125,-0.29296875,2.41796875,2.41796875
-3.765625,-6.25,2.484375,2.484375
-2.765625,-2.03125,-0.734375,0.734375
-3.34375,-0.90625,-2.4375,2.4375
5.03125,5.8125,-0.78125,0.78125
1.4296875,5.875,-4.4453125,4.4453125
-1.046875,-0.51171875,-0.53515625,0.53515625
3.1875,2.625,0.5625,0.5625
2.234375,0.5078125,1.7265625,1.7265625
-2.734375,-1.328125,-1.40625,1.40625
0.1220703125,-1.953125,2.0751953125,2.0751953125
5.21875,2.203125,3.015625,3.015625
-3.0,-3.25,0.25,0.25
-0.71875,-3.3125,2.59375,2.59375
3.578125,1.609375,1.96875,1.96875
4.0625,-0.91796875,4.98046875,4.98046875
-5.96875,-5.6875,-0.28125,0.28125
0.71484375,0.27734375,0.4375,0.4375
-0.515625,0.77734375,-1.29296875,1.29296875
1.0703125,-1.71875,2.7890625,2.7890625
2.3125,2.3125,0.0,0.0
-2.875,-1.671875,-1.203125,1.203125
2.515625,0.6171875,1.8984375,1.8984375
1.8359375,1.7421875,0.09375,0.09375
1.859375,1.265625,0.59375,0.59375
5.5625,4.5625,1.0,1.0
-1.828125,-5.4375,3.609375,3.609375
3.953125,2.0625,1.890625,1.890625
-2.21875,-0.263671875,-1.955078125,1.955078125
-1.40625,3.859375,-5.265625,5.265625
-5.6875,-3.34375,-2.34375,2.34375
0.7265625,0.09521484375,0.63134765625,0.63134765625
-2.109375,-0.5859375,-1.5234375,1.5234375
1.8359375,0.953125,0.8828125,0.8828125
-2.65625,-5.125,2.46875,2.46875
-1.9375,-1.0078125,-0.9296875,0.9296875
3.65625,1.921875,1.734375,1.734375
2.5625,3.484375,-0.921875,0.921875
-0.765625,-1.125,0.359375,0.359375
1.8515625,0.81640625,1.03515625,1.03515625
-5.03125,-5.78125,0.75,0.75
0.01385498046875,1.484375,-1.47052001953125,1.47052001953125
-1.28125,1.9453125,-3.2265625,3.2265625
-2.046875,-0.486328125,-1.560546875,1.560546875
-2.421875,-0.486328125,-1.935546875,1.935546875
4.75,4.125,0.625,0.625
1.5234375,0.1494140625,1.3740234375,1.3740234375
-1.0546875,-1.9609375,0.90625,0.90625
-3.40625,0.296875,-3.703125,3.703125
-4.46875,-1.0078125,-3.4609375,3.4609375
-0.89453125,2.515625,-3.41015625,3.41015625
2.71875,1.4296875,1.2890625,1.2890625
2.9375,-0.515625,3.453125,3.453125
-4.40625,-1.71875,-2.6875,2.6875
5.5,4.3125,1.1875,1.1875
-1.390625,-2.265625,0.875,0.875
1.59375,-0.87109375,2.46484375,2.46484375
1.640625,0.55078125,1.08984375,1.08984375
-2.875,-1.671875,-1.203125,1.203125
-3.0,2.078125,-5.078125,5.078125
-3.171875,-2.265625,-0.90625,0.90625
-0.55859375,5.46875,-6.02734375,6.02734375
-5.8125,-0.39453125,-5.41796875,5.41796875
1.8203125,0.05712890625,1.76318359375,1.76318359375
-2.84375,-0.52734375,-2.31640625,2.31640625
0.58203125,5.40625,-4.82421875,4.82421875
1.421875,1.46875,-0.046875,0.046875
-1.6796875,-2.234375,0.5546875,0.5546875
2.59375,-0.427734375,3.021484375,3.021484375
-5.03125,-2.515625,-2.515625,2.515625
-7.78125,-4.09375,-3.6875,3.6875
-6.34375,-6.1875,-0.15625,0.15625
2.984375,3.046875,-0.0625,0.0625
1.5,0.498046875,1.001953125,1.001953125
2.296875,-1.4296875,3.7265625,3.7265625
-2.6875,-6.84375,4.15625,4.15625
-3.671875,0.416015625,-4.087890625,4.087890625
5.46875,5.46875,0.0,0.0
8.0625,-0.03857421875,8.10107421875,8.10107421875
2.84375,3.53125,-0.6875,0.6875
-2.25,1.8046875,-4.0546875,4.0546875
0.9375,1.0546875,-0.1171875,0.1171875
-1.1015625,-2.0625,0.9609375,0.9609375
0.8359375,-8.125,8.9609375,8.9609375
-3.390625,-4.71875,1.328125,1.328125
-5.28125,-7.46875,2.1875,2.1875
-2.359375,1.328125,-3.6875,3.6875
2.296875,2.6875,-0.390625,0.390625
-0.6640625,-1.4765625,0.8125,0.8125
3.328125,0.96484375,2.36328125,2.36328125
1.5390625,2.9375,-1.3984375,1.3984375
-2.8125,-0.28515625,-2.52734375,2.52734375
2.515625,4.375,-1.859375,1.859375
-4.25,-2.0625,-2.1875,2.1875
5.125,2.03125,3.09375,3.09375
1.046875,1.2578125,-0.2109375,0.2109375
-4.6875,-7.5,2.8125,2.8125
-3.453125,-4.78125,1.328125,1.328125
-7.09375,-4.09375,-3.0,3.0
5.6875,-3.75,9.4375,9.4375
-1.4765625,-2.609375,1.1328125,1.1328125
2.703125,1.7109375,0.9921875,0.9921875
0.53515625,-2.125,2.66015625,2.66015625
0.6953125,2.125,-1.4296875,1.4296875
2.703125,-0.055419921875,2.758544921875,2.758544921875
0.0888671875,2.65625,-2.5673828125,2.5673828125
3.03125,2.8125,0.21875,0.21875
-0.263671875,3.8125,-4.076171875,4.076171875
-1.6328125,-0.5625,-1.0703125,1.0703125
-0.310546875,-1.0703125,0.759765625,0.759765625
-4.34375,-5.34375,1.0,1.0
1.8359375,4.0,-2.1640625,2.1640625
2.890625,2.890625,0.0,0.0
5.25,-6.59375,11.84375,11.84375
3.5,3.109375,0.390625,0.390625
-2.203125,-1.4609375,-0.7421875,0.7421875
1.21875,-0.054931640625,1.273681640625,1.273681640625
-4.03125,-3.453125,-0.578125,0.578125
-4.78125,-1.7421875,-3.0390625,3.0390625
2.34375,-0.8515625,3.1953125,3.1953125
2.40625,3.46875,-1.0625,1.0625
-5.34375,-4.65625,-0.6875,0.6875
-3.65625,-0.044189453125,-3.612060546875,3.612060546875
3.765625,0.1806640625,3.5849609375,3.5849609375
-1.2421875,1.4140625,-2.65625,2.65625
-2.78125,-3.21875,0.4375,0.4375
2.046875,1.515625,0.53125,0.53125
-1.40625,-1.015625,-0.390625,0.390625
-1.5546875,-2.28125,0.7265625,0.7265625
-5.625,-2.390625,-3.234375,3.234375
2.328125,2.765625,-0.4375,0.4375
-1.1015625,-1.8671875,0.765625,0.765625
-0.051025390625,-0.671875,0.620849609375,0.620849609375
1.0703125,-0.25390625,1.32421875,1.32421875
2.40625,-0.30078125,2.70703125,2.70703125
0.7734375,2.0,-1.2265625,1.2265625
-1.4609375,-8.0625,6.6015625,6.6015625
-1.0703125,1.296875,-2.3671875,2.3671875
2.359375,3.484375,-1.125,1.125
-1.9453125,1.2890625,-3.234375,3.234375
-4.28125,6.03125,-10.3125,10.3125
1.1953125,-3.8125,5.0078125,5.0078125
2.6875,4.1875,-1.5,1.5
-1.2890625,-1.453125,0.1640625,0.1640625
0.625,0.328125,0.296875,0.296875
4.90625,2.046875,2.859375,2.859375
4.46875,5.625,-1.15625,1.15625
-1.984375,0.455078125,-2.439453125,2.439453125
-5.71875,-3.5,-2.21875,2.21875
3.0,0.028076171875,2.971923828125,2.971923828125
1.5859375,2.171875,-0.5859375,0.5859375
-1.359375,-1.1875,-0.171875,0.171875
1.28125,1.859375,-0.578125,0.578125
-0.26171875,-6.875,6.61328125,6.61328125
2.5625,-4.15625,6.71875,6.71875
6.90625,5.8125,1.09375,1.09375
0.8125,1.71875,-0.90625,0.90625
